//X Y Z Nx Ny Nz
0.89120072 2.04646826 1.67053807 0.881656 -0.471891 0.001322
0.84119195 1.95290852 0.82913202 0.881656 -0.471891 -0.001322
0.84380454 1.95779634 1.67414010 0.881656 -0.471891 0.001322
0.88193929 2.02914143 1.93885028 0.887728 -0.460352 -0.003957
0.84838605 1.96636760 1.58166015 0.881656 -0.471891 0.001322
0.84040391 1.95143425 4.53698921 0.881656 -0.471891 -0.001322
0.85552448 1.97972286 1.10792911 0.861627 -0.507237 0.017584
0.86763066 2.00237203 0.40118915 0.881065 -0.472993 0.001325
0.86727059 2.00169826 1.63117230 0.881656 -0.471891 0.001322
0.87852776 2.02275896 0.84878212 0.897054 -0.441196 0.025325
0.88864785 2.04169226 1.17962658 0.881656 -0.471891 0.001322
0.85471892 1.97821581 0.66988277 0.848864 -0.527969 0.026056
0.87408805 2.01445270 1.61118269 0.881656 -0.471891 0.001322
0.77220023 1.86249948 2.73214149 0.785832 -0.617740 -0.029416
0.80759192 1.90562439 2.83100319 0.773712 -0.633537 0.001374
0.81487930 1.91450417 2.61029959 0.848511 -0.529135 0.006766
0.80231470 1.89919412 3.55120993 0.807902 -0.588951 -0.020786
0.79565114 1.89107454 2.16027188 0.773712 -0.633537 0.001374
0.72806174 1.80871642 4.69858074 0.731734 -0.681172 0.023876
0.76188958 1.84993589 4.43298674 0.770137 -0.637877 -0.001378
0.73404646 1.81600881 4.05421638 0.743604 -0.668549 -0.009729
0.76769102 1.85700500 2.90101290 0.773712 -0.633537 0.001374
0.75616509 1.84296048 3.87439108 0.773712 -0.633537 -0.001374
0.75732893 1.84437871 4.56572580 0.768784 -0.639507 0.001375
0.81017232 1.90876865 1.20892513 0.796645 -0.603434 -0.035002
0.75830686 1.84557033 3.15583897 0.751398 -0.659730 0.012500
0.82041466 1.92124903 2.06155276 0.789493 -0.613745 -0.004119
0.77444851 1.86523902 2.78704858 0.771254 -0.636526 -0.001375
0.77497965 1.86588621 3.43378353 0.773712 -0.633537 -0.001374
0.83130747 1.93452191 2.37087321 0.829052 -0.558679 -0.023451
0.83074468 1.93383622 0.46759453 0.811124 -0.584507 -0.020727
0.81375909 1.91313922 1.84436297 0.819340 -0.572568 -0.029114
0.77662748 1.86789417 3.01142073 0.773712 -0.633537 0.001374
0.83114791 1.93432748 4.90138865 0.881059 -0.472990 -0.003975
0.80792046 1.90602469 2.59163332 0.768466 -0.636319 -0.067510
0.75300634 1.83911157 4.42605448 0.768784 -0.639507 -0.001375
0.82443768 1.92615104 4.68298244 0.773712 -0.633537 -0.001374
0.81806189 1.91838217 1.91217685 0.838816 -0.544208 -0.015003
0.82507604 1.92692900 3.96682334 0.844909 -0.534701 0.014966
0.73114634 1.81247497 4.42308140 0.768784 -0.639507 -0.001375
0.83117580 1.93436158 1.68905759 0.881656 -0.471891 0.001322
0.74439257 1.82861567 4.53070259 0.768784 -0.639507 0.001375
0.81000119 1.90856016 3.54537916 0.842423 -0.537097 -0.043023
0.80439919 1.90173411 3.93792462 0.787127 -0.616789 -0.001374
0.79808021 1.89403439 2.38469052 0.773712 -0.633537 -0.001374
0.76871371 1.85825109 4.69743061 0.773712 -0.633537 -0.001374
0.79495698 1.89022875 2.00398159 0.789779 -0.613353 0.006892
0.82940835 1.93220794 2.57728887 0.768466 -0.636319 -0.067510
0.82604331 1.92810762 3.80795407 0.829628 -0.558113 0.015084
0.79191107 1.88651717 3.27816987 0.773712 -0.633537 0.001374
0.80138266 1.89805841 3.98990464 0.785247 -0.619057 -0.012464
0.80727214 1.90523481 4.09669590 0.802901 -0.594062 0.049388
0.77927375 1.87111855 4.37144089 0.773712 -0.633537 0.001374
0.74563402 1.83012843 4.63504219 0.773712 -0.633537 -0.001374
0.79830873 1.89431274 1.96144915 0.789779 -0.613353 0.006892
0.78758216 1.88124251 2.25375843 0.773712 -0.633537 -0.001374
0.78711462 1.88067269 4.00832653 0.773712 -0.633537 -0.001374
0.71638370 1.79448676 3.08388400 0.711203 -0.702819 -0.015370
0.76979572 1.85956955 2.34610176 0.773712 -0.633537 -0.001374
0.71905178 1.79773772 4.50610542 0.711248 -0.702929 0.004159
0.73670518 1.81924868 3.18189120 0.724794 -0.688060 0.035321
0.71398115 1.79155922 4.13516188 0.644937 -0.762198 -0.055771
0.77551579 1.86653948 1.28687441 0.767650 -0.640856 0.004135
0.72833407 1.80904830 1.78274941 0.709835 -0.704256 0.012551
0.77278686 1.86321437 2.17587638 0.773712 -0.633537 -0.001374
0.73337597 1.81519186 0.63500452 0.740862 -0.671622 -0.006924
0.73321044 1.81499016 2.77815890 0.743710 -0.668078 0.023810
0.75648177 1.84334636 1.37741208 0.765359 -0.643566 -0.006920
0.74911547 1.83437061 3.27675009 0.730381 -0.682717 0.021028
0.78162187 1.87397981 0.43011856 0.773712 -0.633537 0.001374
0.74792218 1.83291650 0.57689726 0.740873 -0.671632 -0.004154
0.80911505 1.90748048 0.22718349 0.835560 -0.549316 -0.009541
0.76670140 1.85579920 0.47614703 0.773712 -0.633537 -0.001374
0.72263461 1.80210340 3.95520091 0.727572 -0.685996 -0.006929
0.71475685 1.79250431 3.75925207 0.670560 -0.741145 0.032469
0.72028083 1.79923522 0.58694643 0.727612 -0.685875 -0.012521
0.75355154 1.83977592 2.03974724 0.756412 -0.654082 0.004149
0.73323017 1.81501424 1.70995653 0.696378 -0.716316 0.044147
0.73022687 1.81135464 3.49155569 0.773712 -0.633537 -0.001374
0.76317006 1.85149622 0.53278285 0.773712 -0.633537 0.001374
0.76834947 1.85780728 2.30550933 0.773712 -0.633537 -0.001374
0.82659572 1.92878079 0.24833679 0.835560 -0.549316 -0.009541
0.75994122 1.84756184 0.66108441 0.773712 -0.633537 0.001374
0.75787371 1.84504259 2.44955826 0.753854 -0.657029 0.004150
0.72202897 1.80136549 1.03003764 0.689491 -0.718769 -0.089297
0.77740771 1.86884487 2.07393217 0.788169 -0.615457 -0.001371
0.74001479 1.82328141 0.72365695 0.773712 -0.633537 0.001374
0.73543406 1.81769967 1.24406815 0.755050 -0.655665 -0.001380
0.73751688 1.82023752 2.97674441 0.706796 -0.706796 -0.029626
0.73634988 1.81881559 0.61578339 0.740862 -0.671622 -0.006924
0.75787836 1.84504819 0.95434207 0.773712 -0.633537 0.001374
0.71421391 1.79184282 2.31420732 0.773712 -0.633537 -0.001374
0.72362632 1.80331182 1.02639937 0.689491 -0.718769 -0.089297
0.78401673 1.87689793 0.67009234 0.801445 -0.597991 -0.009623
0.76865625 1.85818100 1.81443167 0.773712 -0.633537 -0.001374
0.72572339 1.80586720 2.78700256 0.737050 -0.675513 0.020979
0.76614261 1.85511827 2.23596144 0.773712 -0.633537 -0.001374
0.78970444 1.88382852 1.21921408 0.775054 -0.631882 0.004130
0.72061610 1.79964387 3.58743262 0.755613 -0.653542 0.043947
0.65734130 1.74234140 3.04622507 0.673708 -0.738407 -0.029536
0.70328665 1.78004766 4.18755722 0.642214 -0.766514 -0.004143
0.67742288 1.75882196 1.45621395 0.633537 -0.773712 0.001374
0.61015570 1.70361733 3.33751822 0.633537 -0.773712 0.001374
0.65744472 1.74242628 3.96187782 0.655442 -0.755214 0.006929
0.61979765 1.71153021 3.72026491 0.642214 -0.766514 0.004143
0.66291481 1.74691546 3.81507921 0.643833 -0.765155 -0.004136
0.63779032 1.72629631 3.05902076 0.624527 -0.781002 0.001373
0.66628683 1.74968278 4.79320335 0.693130 -0.720800 0.004150
0.68573058 1.76563990 2.08726549 0.694172 -0.719414 -0.023840
0.66809481 1.75116658 4.73408604 0.693130 -0.720800 0.004150
0.66147369 1.74573278 1.84552729 0.684525 -0.728957 -0.006942
0.66333890 1.74726355 2.82377005 0.704992 -0.707840 0.044151
0.57623649 1.67578053 4.43036842 0.590006 -0.807304 0.012378
0.62934744 1.71936750 3.73216987 0.642214 -0.766514 0.004143
0.59772915 1.69341910 3.71369100 0.633537 -0.773712 0.001374
0.64829379 1.73491633 4.02079105 0.664262 -0.747468 0.006934
0.63129085 1.72096241 4.14708900 0.639507 -0.768784 0.001375
0.63843513 1.72682559 4.17351055 0.639228 -0.769006 -0.004142
0.64627576 1.73326015 3.02473831 0.673162 -0.738352 -0.041098
0.66742653 1.75061810 3.63242960 0.655660 -0.755045 0.004141
0.64174086 1.72953844 3.90387154 0.670256 -0.742118 0.004146
0.70444953 1.78100204 2.70953846 0.722189 -0.691458 -0.018159
0.66663861 1.74997151 4.79364347 0.693130 -0.720800 0.004150
0.65340906 1.73911428 3.02909470 0.673162 -0.738352 -0.041098
0.65238094 1.73827052 3.23561335 0.659967 -0.751283 -0.004151
0.65729302 1.74230182 2.18590355 0.648154 -0.761478 0.006910
0.62611324 1.71671331 4.31813526 0.612421 -0.790530 -0.001370
0.68276113 1.76320291 1.29155993 0.671059 -0.741106 -0.021014
0.66843700 1.75144744 3.21396852 0.678906 -0.734214 -0.004148
0.63553619 1.72444642 4.54052782 0.627813 -0.778154 0.018097
0.60906339 1.70272088 4.28574133 0.615069 -0.788444 0.006880
0.69451404 1.77284825 1.31192088 0.705713 -0.708486 -0.004159
0.63989496 1.72802353 2.61920810 0.624527 -0.781002 0.001373
0.62677115 1.71725321 4.24779320 0.631887 -0.775059 0.001377
0.70408428 1.78070223 4.51065922 0.711248 -0.702929 0.004159
0.68931115 1.76857829 3.15758896 0.700167 -0.713977 -0.001381
0.66028595 1.74475801 3.30280423 0.695172 -0.717826 0.038227
0.68496180 1.76500893 2.52735901 0.803565 -0.572259 0.163717
0.65753514 1.74250054 4.28601456 0.633537 -0.773712 0.001374
0.69630700 1.77431965 1.64900446 0.689607 -0.721280 0.064786
0.62529135 1.71603870 1.26802480 0.633537 -0.773712 -0.001374
0.57865041 1.67776155 0.54077470 0.617713 -0.786305 -0.012437
0.58134985 1.67997694 2.36232233 0.539109 -0.842102 0.015013
0.62260550 1.71383452 0.25158957 0.619436 -0.784987 -0.009657
0.68567097 1.76559091 0.20284006 0.633537 -0.773712 0.001374
0.62720245 1.71760714 2.01482654 0.603491 -0.796720 0.032205
0.62990659 1.71982634 0.76572186 0.612421 -0.790530 -0.001370
0.58591425 1.68372285 3.50481534 0.552283 -0.833246 0.026168
0.57130349 1.67173219 0.75187045 0.585819 -0.810175 -0.020774
0.56255513 1.66455245 2.50276399 0.522731 -0.852011 -0.028812
0.56992191 1.67059827 3.76698613 0.633537 -0.773712 -0.001374
0.57190967 1.67222965 4.02297688 0.577665 -0.815934 -0.023550
0.62656766 1.71708620 1.99620557 0.603491 -0.796720 0.032205
0.68975282 1.76894081 0.33151266 0.633537 -0.773712 0.001374
0.63021040 1.72007561 0.70147264 0.633537 -0.773712 -0.001374
0.57235581 1.67259574 0.86526048 0.613339 -0.789761 -0.009648
0.56288677 1.66482472 1.04991055 0.633537 -0.773712 -0.001374
0.59634763 1.69228530 0.66776448 0.583790 -0.811811 0.012363
0.62517107 1.71594012 0.25774869 0.619436 -0.784987 -0.009657
0.66977239 1.75254333 0.55579638 0.668315 -0.743657 0.018138
0.65755767 1.74251902 0.30131564 0.633537 -0.773712 0.001374
0.63938981 1.72760904 1.32960832 0.633537 -0.773712 0.001374
0.60103065 1.69612849 0.76484996 0.612421 -0.790530 -0.001370
0.59280586 1.68937862 2.41908383 0.533493 -0.845716 -0.012217
0.56561595 1.66706455 4.29736328 0.610705 -0.791857 0.001372
0.65089560 1.73705161 1.71842182 0.657235 -0.753685 0.001378
0.56409478 1.66581619 1.50775421 0.641584 -0.766839 -0.018092
0.65341806 1.73912168 1.00170445 0.655785 -0.751329 0.073830
0.56732208 1.66846466 4.21016073 0.578933 -0.814948 -0.026378
0.58800632 1.68543983 1.15939438 0.633537 -0.773712 0.001374
0.61746871 1.70961893 3.00004363 0.606288 -0.794973 0.020811
0.64975941 1.73611915 0.48919287 0.644255 -0.764442 0.023758
0.67252159 1.75479949 0.82911694 0.633537 -0.773712 0.001374
0.61007065 1.70354748 1.54062164 0.631566 -0.775292 -0.006910
0.64135647 1.72922301 1.19823337 0.633537 -0.773712 -0.001374
0.57177705 1.67212081 0.80729592 0.613353 -0.789779 -0.006892
0.58095902 1.67965627 3.14334869 0.605905 -0.795508 0.006870
0.60295951 1.69771147 0.30318359 0.619436 -0.784987 -0.009657
0.55064529 1.65618777 4.33416271 0.560008 -0.828486 0.001356
0.50856763 1.63369668 4.00555325 0.493110 -0.869958 -0.004009
0.51438779 1.63680768 1.91813302 0.471891 -0.881656 0.001322
0.50893652 1.63389385 1.84013140 0.471891 -0.881656 0.001322
0.53311253 1.64681625 2.02048826 0.594696 -0.802769 -0.043583
0.51399696 1.63659871 3.20953417 0.550553 -0.834710 0.012295
0.47878885 1.61777961 2.84540629 0.471891 -0.881656 0.001322
0.52917075 1.64470935 3.05201197 0.556136 -0.829276 -0.054910
0.47894973 1.61786556 4.12363577 0.491076 -0.871091 0.006690
0.41855741 1.58558524 4.25778770 0.429093 -0.898456 0.093039
0.53692126 1.64885211 4.41598225 0.487672 -0.873026 0.001329
0.47183293 1.61406159 2.86743855 0.471891 -0.881656 0.001322
0.54138756 1.65123940 3.14167023 0.541234 -0.840871 0.001350
0.55507529 1.65855563 1.06890333 0.628881 -0.777500 0.001376
0.48751038 1.62244141 2.42464638 0.512118 -0.858906 -0.004032
0.47468370 1.61558533 2.47366548 0.479317 -0.877641 -0.001328
0.51120603 1.63510704 2.69827843 0.471891 -0.881656 -0.001322
0.52428997 1.64210045 4.67960835 0.471891 -0.881656 -0.001322
0.45481646 1.60496616 4.39615583 0.430404 -0.902116 -0.030648
0.55052030 1.65612090 3.18720317 0.550553 -0.834710 0.012295
0.48751265 1.62244260 4.04113483 0.493110 -0.869958 -0.004009
0.51309794 1.63611829 2.33198166 0.534243 -0.845321 -0.004058
0.41520423 1.58379292 4.74752045 0.317372 -0.946976 -0.050111
0.53284878 1.64667523 4.50934792 0.535582 -0.843988 0.028913
0.55469841 1.65835416 1.70998108 0.593027 -0.777867 0.207945
0.43169841 1.59260929 4.44255495 0.434129 -0.900850 0.001304
0.52118981 1.64044344 4.31974697 0.525959 -0.850457 -0.009465
0.54991126 1.65579534 2.71415973 0.471891 -0.881656 -0.001322
0.54461879 1.65296650 2.56950951 0.544370 -0.838844 0.001351
0.55072254 1.65622902 1.43813276 0.641584 -0.766839 -0.018092
0.43054175 1.59199095 3.99241161 0.471891 -0.881656 -0.001322
0.51047045 1.63471377 2.43531132 0.512118 -0.858906 -0.004032
0.52860516 1.64440703 2.55005670 0.479317 -0.877641 -0.001328
0.55469030 1.65834987 0.60624093 0.509555 -0.860128 0.023100
0.49263093 1.62517834 1.90566421 0.471891 -0.881656 0.001322
0.44058865 1.59736121 3.54065657 0.403077 -0.911363 0.083348
0.50540239 1.63200486 4.52830982 0.491293 -0.870868 -0.014806
0.50813127 1.63346350 1.83686781 0.471891 -0.881656 0.001322
0.39097005 1.57084012 2.19618773 0.483708 -0.864283 -0.137995
0.43137115 1.59243441 2.75553513 0.438291 -0.898824 0.003925
0.44205371 1.59814453 2.51274872 0.432900 -0.901326 0.014474
0.50708294 1.63290334 0.65349132 0.495129 -0.868810 0.004004
0.38996544 1.57030272 3.81340575 0.311007 -0.950368 0.008674
0.41388899 1.58309066 0.39650738 0.448789 -0.893629 0.003948
0.38585499 1.56810570 3.85773182 0.471891 -0.881656 0.001322
0.44877565 1.60173774 0.81579155 0.454065 -0.890920 0.009267
0.48060465 1.61875021 1.77861691 0.471891 -0.881656 -0.001322
0.39014393 1.57039881 0.73872215 0.392358 -0.919790 -0.006432
0.42576295 1.58943725 1.66128290 0.342064 -0.935685 0.086514
0.48629689 1.62179315 0.26812997 0.471891 -0.881656 -0.001322
0.42894715 1.59113872 3.32094646 0.387064 -0.922009 -0.009001
0.42183927 1.58733988 1.82401252 0.471891 -0.881656 0.001322
0.39779603 1.57448816 4.25482559 0.450294 -0.875654 0.174544
0.41272604 1.58246875 1.81109905 0.471891 -0.881656 -0.001322
0.41081667 1.58144844 1.09577417 0.335142 -0.941712 -0.029309
0.40479288 1.57822800 3.86751771 0.471891 -0.881656 0.001322
0.43490779 1.59432483 2.97972846 0.463510 -0.886083 0.003962
0.53187293 1.64615381 0.54329515 0.482801 -0.875498 -0.020173
0.39057267 1.57062733 3.49188590 0.368516 -0.929579 0.008926
0.40457720 1.57811344 0.91000092 0.375561 -0.926726 -0.011536
0.45335594 1.60418546 2.73516202 0.451947 -0.892036 -0.003953
0.52238494 1.64108229 0.76918072 0.542461 -0.840071 -0.004058
0.44459504 1.59950304 1.33899653 0.409241 -0.909576 0.072059
0.46475008 1.61027586 1.76216352 0.471891 -0.881656 -0.001322
0.48126864 1.61910498 2.20983744 0.471891 -0.881656 0.001322
0.39996266 1.57564664 1.88700879 0.471891 -0.881656 -0.001322
0.42233983 1.58760715 3.34630132 0.375114 -0.926978 0.001272
0.40755701 1.57970619 0.28105831 0.459279 -0.888291 -0.001316
0.45770663 1.60651100 2.78856277 0.443546 -0.896251 -0.001308
0.44434905 1.59937179 0.27947286 0.463513 -0.886089 -0.001321
0.45075488 1.60279572 0.59290737 0.461432 -0.887167 -0.003966
0.40024623 1.57579839 1.64833617 0.332753 -0.940844 0.063941
0.39399898 1.57245934 0.61258036 0.398272 -0.917193 0.011676
0.41864949 1.58563507 0.99529672 0.435049 -0.900329 -0.011829
0.44169357 1.59795237 0.61928022 0.444585 -0.895728 -0.003934
0.53193879 1.64618909 0.20785570 0.548356 -0.834455 0.054695
0.42862961 1.59096956 0.60866016 0.435960 -0.899747 0.019877
0.46076408 1.60814559 0.96878558 0.465583 -0.885003 0.001319
0.39885071 1.57505238 1.67764509 0.364584 -0.931149 0.006352
0.30350268 1.54239130 4.50260735 0.291258 -0.956644 -0.001219
0.33296707 1.55132937 3.25196838 0.318351 -0.947442 0.031708
0.24190442 1.52370596 4.42002773 0.291258 -0.956644 -0.001219
0.34906188 1.55621135 4.54150295 0.339097 -0.938737 -0.061535
0.35148931 1.55694830 1.31097996 0.381328 -0.924236 -0.019390
0.26362938 1.53029597 4.77373409 0.285453 -0.958392 0.001215
0.36883837 1.56221044 4.27139854 0.367519 -0.929758 0.021922
0.30215970 1.54198396 4.34893227 0.291258 -0.956644 -0.001219
0.36719069 1.56171143 0.51654249 0.358467 -0.933535 0.003800
0.31120038 1.54472625 4.82327127 0.317477 -0.947332 -0.042075
0.38038409 1.56571257 4.86607122 0.306498 -0.950273 -0.055144
0.30351242 1.54239464 2.96185136 0.288352 -0.957524 0.001217
0.37959993 1.56547570 0.95148414 0.352022 -0.935739 0.021761
0.27024245 1.53230214 4.38573122 0.291258 -0.956644 -0.001219
0.25954232 1.52905643 3.76767659 0.227265 -0.973826 0.003533
0.29554898 1.53997886 3.74770522 0.303658 -0.952774 -0.003688
0.33107293 1.55075455 4.39390659 0.347481 -0.937300 0.026927
0.31691471 1.54645991 3.58420134 0.295545 -0.955309 -0.006132
0.25820702 1.52865112 4.79071045 0.286117 -0.958188 -0.003653
0.36843723 1.56208944 0.85696971 0.342623 -0.939370 -0.013907
0.26404753 1.53042281 4.64483023 0.282560 -0.959249 -0.001213
0.36560589 1.56123054 1.16577601 0.319188 -0.947552 -0.016272
0.25816172 1.52863741 4.83005333 0.289700 -0.957110 -0.003667
0.35892183 1.55920267 3.12739372 0.291258 -0.956644 -0.001219
0.34364271 1.55456769 3.39247465 0.357581 -0.933324 -0.032273
0.29555976 1.53998232 2.62513185 0.271688 -0.962379 -0.003623
0.34841114 1.55601430 2.84993935 0.359305 -0.933178 -0.008887
0.31516543 1.54592931 3.39309573 0.354498 -0.934587 -0.029649
0.36004847 1.55954444 2.77581072 0.358444 -0.932990 -0.032351
0.37514451 1.56412363 3.04380774 0.362972 -0.931326 -0.029709
0.35902515 1.55923378 4.27670622 0.327410 -0.944882 0.001245
0.38174614 1.56612670 0.55243868 0.352609 -0.935624 0.016548
0.32796410 1.54981184 3.07307625 0.291258 -0.956644 0.001219
0.26775748 1.53154850 3.56737232 0.267198 -0.963605 -0.008463
0.33272141 1.55125499 2.50999212 0.393950 -0.918338 0.038209
0.35879007 1.55916274 2.15688038 0.261791 -0.962429 0.072087
0.37527174 1.56416285 0.42466718 0.311733 -0.950104 -0.011178
0.25791925 1.52856398 4.35486507 0.291258 -0.956644 -0.001219
0.23661666 1.52210200 4.42051411 0.291258 -0.956644 -0.001219
0.26014823 1.52924037 1.12013185 0.274560 -0.961563 0.003629
0.20267820 1.51180696 2.91382241 0.232257 -0.972648 -0.003537
0.25229308 1.52685750 2.79013205 0.273924 -0.961751 0.001207
0.22712158 1.51922166 3.64335561 0.243372 -0.969926 -0.003562
0.24721844 1.52531803 0.77301008 0.291258 -0.956644 0.001219
0.28271392 1.53608549 2.69575191 0.275839 -0.961185 -0.006076
0.29246113 1.53904247 1.07614005 0.304099 -0.952344 -0.023777
0.32052451 1.54755533 1.38220036 0.291258 -0.956644 0.001219
0.21172819 1.51455224 0.37612161 0.211206 -0.975456 0.062263
0.31120819 1.54472923 1.60272026 0.326641 -0.945148 0.001242
0.29251194 1.53905785 0.87071729 0.308766 -0.951098 -0.008680
0.28091317 1.53553939 0.62147671 0.297786 -0.954632 0.001225
0.29488450 1.53977752 0.89350629 0.308766 -0.951098 -0.008680
0.28489003 1.53674579 0.46801749 0.291258 -0.956644 -0.001219
0.35736808 1.55873168 0.60220450 0.364584 -0.931149 0.006352
0.28990746 1.53826773 1.20668769 0.291258 -0.956644 -0.001219
0.21733215 1.51625216 0.80348122 0.201444 -0.978611 0.041719
0.33489773 1.55191541 0.70596904 0.300718 -0.953706 0.003682
0.21404074 1.51525366 2.57193851 0.188810 -0.981576 0.029318
0.21894458 1.51674128 2.34503579 0.145493 -0.989127 0.021429
0.24201986 1.52374113 3.19543242 0.291258 -0.956644 -0.001219
0.23609968 1.52194524 2.74360681 0.230551 -0.973042 0.005912
0.27494863 1.53372991 1.83494866 0.157590 -0.802957 0.574827
0.23359101 1.52118421 1.82881176 0.215698 -0.976005 -0.029793
0.20167525 1.51150262 2.28192616 0.145493 -0.989127 0.021429
0.30551717 1.54300296 0.87200832 0.308766 -0.951098 -0.008680
0.23350684 1.52115870 0.72334480 0.291258 -0.956644 -0.001219
0.21371023 1.51515341 2.04366279 0.125207 -0.972571 0.196032
0.31622341 1.54625058 0.62716848 0.334978 -0.942205 0.006273
0.26089561 1.52946711 2.11481977 0.291258 -0.956644 0.001219
0.30293822 1.54222059 1.61024320 0.326641 -0.945148 0.001242
0.30477294 1.54277718 1.64826405 0.350361 -0.936420 -0.019111
0.28409126 1.53650343 0.50431013 0.291258 -0.956644 -0.001219
0.28214678 1.53591359 2.74709010 0.291258 -0.956644 -0.001219
0.19852379 1.51054657 1.04101241 0.195370 -0.979245 0.053936
0.37155607 1.56303573 0.36315769 0.347308 -0.937605 -0.016538
0.34844160 1.55602396 0.88663012 0.356775 -0.933799 -0.027048
0.26790771 1.53159416 0.79177493 0.291258 -0.956644 0.001219
0.21006963 1.51404905 1.07567728 0.195370 -0.979245 0.053936
0.25910461 1.52892375 1.46393609 0.291258 -0.956644 0.001219
0.29164213 1.53879392 0.45046866 0.291258 -0.956644 -0.001219
0.16600686 1.50664055 2.95179605 0.116148 -0.993227 -0.003256
0.14251202 1.50432646 3.64142227 0.160219 -0.987081 -0.001120
0.16923907 1.50695884 1.82664609 0.215698 -0.976005 -0.029793
0.13229854 1.50332057 2.93223572 0.101730 -0.994811 -0.001071
0.08171868 1.49833870 4.46665144 0.088048 -0.996111 -0.003182
0.16704330 1.50674260 2.81934595 0.145493 -0.989127 -0.021429
0.06153840 1.49635112 4.13398647 0.052882 -0.998536 -0.011406
0.16353920 1.50639749 2.60376048 0.119830 -0.992721 -0.012093
0.17409180 1.50743687 0.97933769 0.104961 -0.994429 0.009739
0.13513649 1.50360000 3.77688074 0.143286 -0.989676 0.003332
0.15109442 1.50517178 4.26643610 0.097074 -0.995277 0.001067
0.17630053 1.50765443 3.85706997 0.167684 -0.983508 -0.067787
0.13070661 1.50316370 4.03614235 0.097074 -0.995277 0.001067
0.07776080 1.49794888 4.26225901 0.097074 -0.995277 0.001067
0.19159892 1.50916123 3.02127671 0.235337 -0.971517 -0.027758
0.17968574 1.50798786 3.39654350 0.097074 -0.995277 0.001067
0.10255308 1.50039077 3.33047199 0.097074 -0.995277 0.001067
0.13050397 1.50314379 2.68287086 0.126877 -0.991844 0.012136
0.03043240 1.49328744 4.77378178 0.097074 -0.995277 0.001067
0.19195452 1.50919616 4.72840357 0.199215 -0.979955 0.001152
0.17530398 1.50755620 2.63279557 0.194785 -0.980840 0.003458
0.13373519 1.50346208 4.06883669 0.097074 -0.995277 0.001067
0.11517646 1.50163412 2.79445863 0.135260 -0.990809 0.001100
0.09572501 1.49971831 4.30186987 0.095566 -0.995395 0.007516
0.14054823 1.50413311 3.38020229 0.097074 -0.995277 0.001067
0.13054721 1.50314808 3.50600147 0.097074 -0.995277 -0.001067
0.17049572 1.50708270 1.05812573 0.168193 -0.984456 0.050575
0.11353388 1.50147235 4.72749329 0.097074 -0.995277 -0.001067
0.12468635 1.50257075 2.31927323 0.128532 -0.991372 0.025706
0.17934859 1.50795460 3.64082670 0.179356 -0.981040 -0.073428
0.04702201 1.49492133 4.49207020 0.087863 -0.996132 -0.001059
0.10170764 1.50030756 2.57273555 0.109713 -0.993934 -0.007604
0.05563818 1.49576998 4.60257864 0.081212 -0.996696 0.001055
0.07067088 1.49725068 4.88300991 0.097074 -0.995277 0.001067
0.14990458 1.50505459 2.35894775 0.128532 -0.991372 0.025706
0.09610821 1.49975598 3.98406744 0.081726 -0.996627 0.007430
0.14529566 1.50460064 1.74792325 0.173497 -0.984684 -0.017235
0.08102137 1.49827003 3.79169226 0.097074 -0.995277 0.001067
0.09186767 1.49933839 1.66411221 0.097074 -0.995277 -0.001067
0.01308091 1.49157846 1.40349758 -0.079116 -0.996860 0.003165
0.04915085 1.49513102 1.60732830 0.013401 -0.998927 0.044328
0.05695643 1.49589980 2.35853958 0.028176 -0.998687 -0.042786
0.09203687 1.49935496 1.10554659 0.109010 -0.994040 0.001079
0.01872083 1.49213398 2.93312478 0.068318 -0.996573 -0.046630
0.04459730 1.49468255 0.39382356 0.068614 -0.997549 0.013723
0.14249544 1.50432479 1.30526173 0.105193 -0.990665 -0.086698
0.11672927 1.50178707 0.81128007 0.138927 -0.990272 -0.007780
0.00916779 1.49119294 3.81119514 0.097074 -0.995277 0.001067
0.09075704 1.49922907 0.47695044 0.097074 -0.995277 0.001067
0.04870409 1.49508703 0.99661213 0.081383 -0.996678 -0.003171
0.01097007 1.49137056 1.48307359 -0.040372 -0.998948 0.021739
0.09359994 1.49950898 0.69313496 0.085942 -0.996295 0.003183
0.16822594 1.50685906 0.37100554 0.111860 -0.993709 -0.005430
0.04395673 1.49461949 2.85318780 0.063873 -0.997892 -0.011518
0.01166947 1.49143946 1.82004058 0.007131 -0.999339 -0.035654
0.09441026 1.49958885 2.62917352 0.109243 -0.994000 -0.005408
0.01761211 1.49202466 2.92547607 0.068318 -0.996573 -0.046630
0.05241232 1.49545228 1.92216349 0.006978 -0.999892 0.012960
0.06955550 1.49714088 0.94659275 0.072203 -0.996830 -0.033407
0.09456693 1.49960423 0.45419535 0.064006 -0.997856 -0.013641
0.12502339 1.50260389 1.78994000 0.124435 -0.992178 0.009911
0.00654174 1.49093437 0.29078835 -0.029192 -0.999573 0.001007
0.03818237 1.49405074 2.05031228 -0.000989 -0.999940 -0.010880
0.12028150 1.50213683 1.65270162 0.097074 -0.995277 -0.001067
0.04721719 1.49494064 0.55687034 -0.009259 -0.998978 -0.044239
0.06646109 1.49683595 0.57920074 0.090153 -0.995927 0.001061
0.00972975 1.49124837 3.50560904 0.033618 -0.999372 0.011206
0.06921697 1.49710739 2.72690415 0.070131 -0.997533 -0.003140
